COMPANY NAME,FIELD,RATINGS,LOCATION,REVIEW,SALARY,JOB
Ivy Hospital,Healthcare ,3.4,Chandigarh,224,756,20
Verifacts Services,Recruitment ,3.4,Bengaluru,224,739,8
bebo Technologies,IT Services & Consulting ,3.7,Chandigarh,225,1.3k,16
Orange Mantra,IT Services & Consulting ,4.0,Gurugram,224,1.1k,24
Ritz-Carlton,Hospitality ,4.0,Bengaluru,224,555,--
Pure & Cure Healthcare,Pharma ,3.1,Haridwar,224,656,--
Biotique,Beauty & Personal Care ,3.7,Noida,224,714,--
Uniinfo Telecom Services,Telecom ,4.2,Indore,224,501,7
American Oncology Institute,Healthcare ,4.1,Hyderabad,224,932,65
NIELIT,Education & Training ,3.7,New Delhi,224,663,--
Andhra Paper,Pulp & Paper ,4.0,Rajamahendravaram,223,1.1k,4
Ritz-Carlton,Hospitality ,4.0,Bengaluru,224,555,--
Beumer Group,Industrial Machinery ,3.4,Gurugram,224,924,12
bebo Technologies,IT Services & Consulting ,3.6,Chandigarh,225,1.3k,16
Charak Pharma,Healthcare ,3.8,Mumbai,224,739,1
Informatica Business Solutions,Software Product ,3.6,Bengaluru,224,2k,--
Grb Dairy Foods,Food Processing ,3.4,Hosur,224,956,1
Travelex,Financial Services ,3.1,Mumbai,223,1.4k,4
Verifone,FinTech ,3.1,Bengaluru,223,1.6k,6
Sears IT & Management Services India,IT Services & Consulting ,3.6,Pune,223,1.3k,--
Kriti Industries,Building Material ,3.6,Indore,223,688,9
Maral Overseas,Fashion & Textile ,4.0,Noida,223,823,--
The Indian Express,Printing & Publishing ,3.9,Noida,223,1.2k,--
Oasis Partners Asia,Recruitment ,4.0,Mumbai,223,729,--
Gem Engserv,Engineering & Construction ,3.5,Mumbai,223,904,--
Albert David,Pharma ,2.9,Kolkata,223,575,1
Changepond Technologies,IT Services & Consulting ,3.3,Chennai,223,1.9k,8
CompuGroup Medical,Software Product ,4.1,Noida,223,875,--
Ritu Kumar,Fashion & Textile ,4.1,Gurugram,223,819,--
Nuance Communications,Software Product ,4.5,Pune,223,1.4k,--
Impressico Business Solutions,IT Services & Consulting ,3.3,Noida,223,1k,19
AABSyS IT,IT Services & Consulting ,3.8,Bhubaneswar,223,979,1
Olympus,Medical Equipment ,3.3,Gurugram,223,1k,--
Eversana,Software Product ,2.9,Pune,223,1.6k,27
Sand Martin Consultants,BPO ,4.2,New Delhi,223,876,--
RSH Global,FMCG ,4.1,Kolkata,223,730,1
Bank Muscat,Banking ,3.1,Mumbai,223,1.8k,--
Coffee Day,Hospitality ,3.7,Bengaluru,223,1k,--
Tide - Business Management Platform,FinTech ,3.9,Hyderabad,223,1.3k,98
Shankaranarayana Constructions,Engineering & Construction ,4.0,Bengaluru,222,789,3
LinkedIn,Internet ,3.7,Bengaluru,223,2.3k,--
UPS Supply Chain Solutions,Logistics ,4.0,Pune,222,1.3k,--
Aditya Birla Money, ,3.1,Chennai,222,728,--
AGIO Pharmaceuticals,Pharma ,4.3,Pune,222,833,39
Boston Institute of Analytics,Education & Training ,3.9,Mumbai,224,228,--
Successive Technologies,IT Services & Consulting ,3.4,Noida,222,2k,40
Flexituff Ventures International,Packaging ,3.9,Indore,222,811,--
Numerator,Software Product ,3.4,Vadodara,223,1.3k,155
WPIL,Building Material ,3.6,Kolkata,222,837,--
AbbVie Inc.,Pharma ,4.1,Bengaluru,220,950,2
Z1 Tech,Internet ,4.3,Gurugram,222,389,25
Boston Institute of Analytics,Education & Training ,3.4,Mumbai,224,228,--
WPIL,Building Material ,3.9,Kolkata,222,837,--
Numerator,Software Product ,3.5,Vadodara,223,1.3k,155
Med Manor Organics,Pharma ,3.1,Hyderabad,222,662,3
Balasore Alloys,Metals & Mining ,4.1,Balasore,223,711,6
Promea Therapeutics,Medical Equipment ,3.3,Hyderabad,222,487,4
Teerthanker Mahaveer University,Education & Training ,4.0,Moradabad,222,675,34
Innoplexus,IT Services & Consulting ,3.9,Pune,221,610,--
Sarda Energy & Minerals,Iron & Steel ,3.9,Raipur,221,819,2
Megafine Pharma,Pharma ,3.9,Nashik,221,1.1k,--
Mehin,Software Product ,3.8,Mumbai,221,575,--
Augtech Nextwealth,IT Services & Consulting ,4.0,Bhilai Nagar,221,386,8
PIT Solutions,IT Services & Consulting ,3.9,Thiruvananthapuram,221,1k,12
Lifelong India,Petrochemicals ,3.5,Gurugram,221,922,2
Ga Digital Web Word,IT Services & Consulting ,3.9,New Delhi,220,959,--
JPM Group,Industrial Machinery ,4.8,Gurugram,221,1.1k,--
Narmada Bio Chem,Agro Chemicals ,3.0,Ahmedabad,221,267,1
Adani Airport Holdings,Aviation ,3.8,Ahmedabad,222,948,--
Bazar India,Retail ,4.1,Gurugram,221,471,--
B4S Solutions,Law Enforcement & Security ,3.5,Pune,221,661,4
Q3 Technologies,IT Services & Consulting ,3.9,Gurugram,220,1.6k,--
Lifelong India,Petrochemicals ,3.9,Gurugram,221,922,2
JPM Group,Industrial Machinery ,4.8,Gurugram,221,1.1k,--
Narmada Bio Chem,Agro Chemicals ,4.0,Ahmedabad,221,267,1
PIT Solutions,IT Services & Consulting ,3.5,Thiruvananthapuram,221,1k,12
Ga Digital Web Word,IT Services & Consulting ,3.9,New Delhi,220,959,--
KPC Projects,Engineering & Construction ,4.1,Hyderabad,232,838,6
Bo International,Beauty & Personal Care ,3.6,New Delhi,221,443,25
ExpertCallers,BPO ,4.3,Bengaluru,221,863,3
Mercurius Advisory Services,Accounting & Auditing ,3.0,New Delhi,221,538,31
Rolta India,IT Services & Consulting ,4.1,Mumbai,220,880,--
Orchid Chemicals & Pharmaceuticals,Pharma ,3.7,Chennai,220,513,4
State Street Global Advisors, ,3.7,Bengaluru,220,2.1k,--
Globus Stores,Retail ,3.6,Mumbai,220,626,--
TRF,Auto Components ,4.1,Jamshedpur,220,874,--
Learning Links Foundation,Non-Profit ,3.8,New Delhi,220,813,4
EFKON INDIA,IT Services & Consulting ,3.6,Gurugram,220,845,--
Matrix ComSec,Law Enforcement & Security ,3.7,Vadodara,220,1.3k,22
Veltris,IT Services & Consulting ,3.7,Hyderabad,220,1.1k,21
VRC Constructions India,Engineering & Construction ,4.1,New Delhi,221,679,--
King George's Medical University,Education & Training ,3.9,Lucknow,220,595,2
Hicare Services,Facility Management Services ,3.9,Mumbai,220,846,--
Steelman Telecom,Telecom ,4.0,Kolkata,220,671,--
Wave Infratech,Real Estate ,3.7,Noida,220,1.1k,5
Nuberg Engineering,Industrial Machinery ,3.8,Noida,220,990,16
EFKON INDIA,IT Services & Consulting ,3.2,Gurugram,220,845,--
Xplore-Tech Services,BPO ,3.9,Kolkata,220,794,--
Pearl Precision Products,Building Material ,3.9,Noida,220,660,6
Neogen Chemicals,Chemicals ,4.4,Bharuch,220,1.2k,6
Jakson Green, ,3.7,Noida,220,481,--
VRC Constructions India,Engineering & Construction ,3.7,New Delhi,221,679,--
Veltris,IT Services & Consulting ,3.7,Hyderabad,220,1.1k,21
Milk Mantra Dairy,Food Processing ,3.2,Bhubaneswar,220,813,--
ICPA Health Products,Healthcare ,4.1,Mumbai,220,655,30
D'Decor Home Fabrics,Fashion & Textile ,3.8,Mumbai,220,1.3k,8
Hyva,Urban Transport ,4.1,Pune,220,1k,12
Lubi Industries Llp,Industrial Machinery ,3.1,Ahmedabad,220,949,9
Elevate Services,Software Product ,3.7,Gurugram,221,1.1k,2
Marine Electricals,Industrial Automation ,3.7,Mumbai,219,1.2k,11
CGM ARIA Health Services, ,3.9,Noida,240,472,4
S&IB Services,Facility Management Services ,3.8,Kolkata,220,761,--
Nielsen Sports,Sports & Recreation ,4.2,Bengaluru,220,856,43
Echs Polyclinic,Healthcare ,3.9,New Delhi,220,409,--
Preethi Kitchen Appliances,Electronics Manufacturing ,4.3,Chennai,219,667,--
Tata Housing Development Company,Real Estate ,3.4,Mumbai,219,922,1
Sewa Grih Rin,NBFC ,3.5,New Delhi,219,844,--
VisionTek,Telecom ,3.7,Hyderabad,219,822,2
Blazeclan Technologies,IT Services & Consulting ,3.6,Pune,219,1.7k,--
BPL Medical Technologies,Medical Equipment ,3.8,Bengaluru,220,931,10
Sutlej Textiles and Industries,Fashion & Textile ,3.8,Mumbai,219,879,--
HEG,Semiconductors ,4.0,Bhopal,219,892,--
Mvs Acmei Technologies,Industrial Machinery ,3.7,Hyderabad,219,712,--
Resonance Eduventures,EdTech ,3.2,Kota,220,695,--
Epicor Software Corporation,IT Services & Consulting ,3.8,Bengaluru,219,1.8k,1
Colourtex,Chemicals ,4.3,Surat,219,977,8
Valenta AI Private Limited,Emerging Technologies ,4.5,Bengaluru,220,613,10
Kserve Bpo,BPO ,4.3,Mumbai,219,449,--
Cube Highways,Engineering & Construction ,4.4,Noida,219,642,--
Pattern Technologies,IT Services & Consulting ,4.1,Pune,219,454,59
SRR Projects,Engineering & Construction ,4.3,Hyderabad,219,707,2
Cube Highways,Engineering & Construction ,3.9,Noida,219,642,--
Optimus Drugs,Pharma ,2.8,Hyderabad,218,1k,--
Lapiz Digital Services,BPO ,4.5,Chennai,218,1.1k,28
IPCS GLOBAL SOLUTIONS PVT LTD,Education & Training ,3.7,Kochi,218,311,5
Yaantra,Internet ,4.2,New Delhi,218,554,--
Shangri-la Hotels & Resorts,Hospitality ,4.5,New Delhi,218,524,--
United India Insurance Company,Insurance ,3.8,Chennai,218,600,--
Steril Gene Life Sciences,Pharma ,3.5,Puducherry,218,1k,--
MKCL,Education & Training ,4.2,Pune,218,1k,--
Coastal Marine Construction & Engineering,Engineering & Construction ,4.9,Mumbai,218,793,14
Shaw Toyota,Automobile ,3.9,Pune,219,139,--
Rustomjee Group,Real Estate ,4.2,Mumbai,218,1.2k,3
Ncc Urban Infrastructure,Engineering & Construction ,3.7,Hyderabad,218,827,--
MINISO,Retail ,3.8,New Delhi,218,782,3
Blue Cross Laboratories,Pharma ,3.8,Mumbai,218,628,2
SIAC SKH India Cabs Manufacturing,Industrial Machinery ,3.9,Faridabad,218,767,--
Sankey Solutions,IT Services & Consulting ,3.9,Mumbai,218,626,--
SAVA Healthcare,Pharma ,3.1,Pune,218,799,72
Copart,Automobile ,3.0,Hyderabad,218,1.5k,3
Greenway Health,IT Services & Consulting ,3.4,Bengaluru,223,1.2k,3
Merkle, ,3.5,Mumbai,218,2.2k,--
Fragomen Immigration Services,Travel & Tourism ,3.8,Kochi,218,984,--
SGB By BrandSafway,Engineering & Construction ,4.2,Hyderabad,218,654,1
ABEC,Events ,3.9,Mumbai,222,419,15
Emirates Airlines,Aviation ,4.8,Mumbai,218,852,10
OneBanc Technologies,FinTech ,4.1,Gurugram,219,213,4
Purnartha Investment Advisors,Financial Services ,3.5,Pune,218,714,4
Schott Poonawalla,Packaging ,4.1,Vadodara,221,1.1k,6
KNR Constructions,Engineering & Construction ,4.0,Hyderabad,218,756,2
Faiveley Transport,Railways ,3.7,Hosur,217,812,93
Patton International,Iron & Steel ,3.9,Kolkata,217,917,--
Sun Vacuum Formers,Auto Components ,3.8,Gurugram,217,768,--
Uni Cards,FinTech ,4.0,Bengaluru,217,795,13
Techahead Software,IT Services & Consulting ,4.3,Noida,217,815,9
Software AG,Software Product ,3.4,Bengaluru,217,1.6k,--
Hippo Homes,Retail ,4.4,New Delhi,217,686,--
Sedin Technologies,IT Services & Consulting ,3.2,Chennai,217,977,29
Stratosphere IT Services,Recruitment ,4.9,Hyderabad,217,1.4k,--
ONLEI Technologies, ,4.3,Noida,217,19,2
RAXA,Law Enforcement & Security ,3.7,New Delhi,218,463,1
Patton International,Iron & Steel ,3.2,Kolkata,217,917,--
XenonStack,Emerging Technologies ,4.0,Sahibzada Ajit Singh Nagar,217,498,79
Faiveley Transport,Railways ,4.0,Hosur,217,812,93
Techahead Software,IT Services & Consulting ,3.9,Noida,217,815,9
Sun Vacuum Formers,Auto Components ,3.8,Gurugram,217,768,--
Uni Cards,FinTech ,4.0,Bengaluru,217,795,13
Indo Nissin Foods,Food Processing ,3.7,Bengaluru,216,672,--
Little Millennium,EdTech ,3.3,Bengaluru,217,635,8
ZeMoSo Technologies,IT Services & Consulting ,1.3,Hyderabad,217,1k,6
KFA Consultant, ,4.8,Dubai,216,6,--
Prithvi Innerwears Private Limited,Fashion & Textile ,4.0,Tiruppur,216,63,--
Veolia,Waste Management ,3.2,Bengaluru,216,911,--
Furlenco,Internet ,3.6,Bengaluru,216,1.2k,3
SKETS Studio,Architecture & Interior Design ,4.4,New Delhi,216,759,4
Ibis,Hospitality ,4.3,Mumbai,216,614,--
Shivam Infocom,Telecom ,3.4,New Delhi,216,572,--
Akbar Travels,Travel & Tourism ,3.2,Mumbai,216,949,2
Droom,Internet ,3.7,Gurugram,216,1.1k,17
Marquardt,Auto Components ,3.6,Pune,217,1.4k,3
Jagsonpal Pharmaceuticals,Pharma ,3.2,New Delhi,216,624,5
Droom,Internet ,3.6,Gurugram,216,1.1k,17
SKETS Studio,Architecture & Interior Design ,3.2,New Delhi,216,759,4
Cogent,IT Services & Consulting ,2.7,Bengaluru,216,831,--
PrepLadder,EdTech ,3.8,Chandigarh,216,1k,16
Hinduja Group,Automobile ,4.0,Chennai,216,1.6k,--
Mayur Uniquoters,Leather ,3.8,Jaipur,215,1k,2
SrinSoft Technologies,IT Services & Consulting ,3.6,Chennai,216,1.1k,19
Jagsonpal Pharmaceuticals,Pharma ,3.7,New Delhi,216,624,5
Marquardt,Auto Components ,3.6,Pune,217,1.4k,3
MidasCare Pharmaceuticals,Pharma ,4.0,Mumbai,216,659,--
Absolute Barbecues,Hospitality ,3.7,Hyderabad,217,850,--
Metro Brands,Fashion & Textile ,4.1,Mumbai,216,933,8
Synthite Industries,Food Processing ,3.6,Kochi,215,777,16
Bondada Engineering,Engineering & Construction ,3.8,Hyderabad,215,643,91
Teachers Insurance and Annuity Association of America,Financial Services ,3.4,Pune,215,2k,--
Taggd,Recruitment ,3.4,Gurugram,215,693,14
Shri Mahavir Ferro Alloys,Iron & Steel ,3.1,Rourkela,220,736,--
OPG Mobility,Automobile ,4.0,New Delhi,215,655,--
Mitsui O.S.K. Lines,Ports & Shipping ,4.0,Mumbai,215,753,--
Government Medical College,Education & Training ,3.0,Srinagar,215,831,--
Airtel Africa,Telecom ,3.6,Gurugram,215,1k,8
Bondada Engineering,Engineering & Construction ,4.2,Hyderabad,215,643,91
Biostadt, ,3.3,Mumbai,215,579,--
Meditab Software,Software Product ,4.1,Ahmedabad,215,1.3k,13
Pothys,Fashion & Textile ,3.9,Chennai,215,299,10
The Mission Hospital,Healthcare ,3.5,Durgapur,215,751,11
BMW Industries,Iron & Steel ,3.1,Kolkata,215,758,--
OPG Mobility,Automobile ,3.8,New Delhi,215,655,--
Teachers Insurance and Annuity Association of America,Financial Services ,3.4,Pune,215,2k,--
Shri Mahavir Ferro Alloys,Iron & Steel ,3.4,Rourkela,220,736,--
Knest Manufacturers,Metals & Mining ,3.6,Pune,216,1.1k,2
Dr Mohan's Diabetes Specialities Centre,Healthcare ,3.4,Chennai,215,667,14
Taggd,Recruitment ,3.2,Gurugram,215,693,14
BeatO,Fitness & Wellness ,4.2,New Delhi,215,606,--
Nineleaps Technology Solutions,IT Services & Consulting ,3.8,Bengaluru,216,1.2k,4
Netaxis IT Solutions,IT Services & Consulting ,4.3,Chennai,213,285,3
TPI Composites,Industrial Machinery ,3.6,Chennai,214,949,--
RegisterKaro,Internet ,4.0,Gurugram,214,376,9
STMicroelectronics,Semiconductors ,4.3,Noida,214,1.1k,12
Ramky Group,Engineering & Construction ,3.2,Hyderabad,214,740,--
GENWORKS Health,Healthcare ,4.5,Bengaluru,214,720,1
Scyo Decision Services,Analytics & KPO ,4.3,Chennai,214,348,5
Flyhomes,Internet ,4.3,Noida,214,352,2
South Eastern Coalfields,Metals & Mining ,3.4,Bilaspur,214,288,--
ExcelSoft Technologies,IT Services & Consulting ,3.1,Mysuru,214,1.6k,2
Kinetic Green Energy And Power Solutions,Power ,4.3,Pune,214,926,22
Innovapptive,Software Product ,4.0,Hyderabad,214,682,32
Chrysalis High, ,3.3,Bengaluru,214,660,--
Algoworks Technologies,IT Services & Consulting ,4.2,Noida,214,1.7k,13
Bosch Power Tools,Industrial Machinery ,3.7,Chennai,214,872,--
Ishan Technologies,Internet ,4.7,Ahmedabad,214,815,11
Rajan Technocast,Industrial Machinery ,4.1,Rajkot,214,169,2
Aia Engineering,Industrial Machinery ,3.6,Ahmedabad,214,1.1k,3
Matix Fertilisers & Chemicals,Agro Chemicals ,4.0,Durgapur,214,999,--
Bharathi Cement,Building Material ,3.4,Y.S.R. Kadapa,214,720,--
City Montessori School,Education & Training ,3.1,Lucknow,214,719,2
Tata CLiQ,Internet ,3.9,Mumbai,214,1.4k,2
Galaxy Weblinks,IT Services & Consulting ,2.8,Indore,213,880,12
Enser Communications,IT Services & Consulting ,3.2,Gurugram,213,751,5
InMobi,Marketing & Advertising ,2.8,Bengaluru,214,1.9k,52
Enser Communications,IT Services & Consulting ,4.0,Gurugram,213,751,5
Zamil Air Conditioners,Consumer Electronics & Appliances ,3.2,New Delhi,213,509,--
Nahars Engineering India,Auto Components ,3.5,Bengaluru,213,1k,--
ARB Bearings,Auto Components ,2.4,New Delhi,212,824,--
Ichhapurti.com,Software Product ,4.1,Gurugram,213,667,--
Savita Oil Technologies,Oil & Gas ,3.9,Mumbai,214,962,1
Ananth Technologies,Electronics Manufacturing ,3.0,Hyderabad,213,1.2k,--
Tricon Infra Buildtech pvt.Ltd,Engineering & Construction ,3.4,Pune,213,767,8
VISTRA INTERNATIONAL EXPANSION,Other ,3.8,Mumbai,213,1.1k,6
Hindustan PowerProjects,Power ,4.4,New Delhi,213,865,--
Rapid Care Transcription,Analytics & KPO ,3.2,Chennai,213,412,7
Walter Bushnell,Pharma ,3.1,Gurugram,213,520,--
TLC DigiTech Private Limited,Hospitality ,4.0,New Delhi,213,787,4
Jyoti Structures,Power ,3.5,Mumbai,213,529,--
Cordlife Sciences India,Pharma ,3.6,Kolkata,213,577,12
Navitas Life Sciences,Clinical Research ,3.8,Chennai,213,1.3k,11
Netaxis IT Solutions,IT Services & Consulting ,3.0,Chennai,213,285,3
Ileads Auxiliary Services,BPO ,2.5,Dehradun,213,673,12
DAZN,Media & Entertainment ,4.1,Hyderabad,213,1.6k,78
Freedom Employability Academy,Education & Training ,4.1,New Delhi,213,520,--
Anri Solutions HR Services,Recruitment ,3.3,New Delhi,212,621,--
SkillVertex,EdTech ,4.3,Bengaluru,212,287,3
Ensure Support Services,IT Services & Consulting ,4.4,Chennai,212,670,1
Appsierra,IT Services & Consulting ,4.0,Noida,212,274,16
Root Industries,Auto Components ,3.5,Coimbatore,212,1.2k,65
Cleartrip,Internet ,4.0,Bengaluru,212,1.2k,18
Jyoti Structures,Power ,3.0,Mumbai,213,529,--
MEDICO Healthcare Services & Technologies,Healthcare ,4.4,Hyderabad,211,909,--
All India Radio,Government ,3.6,New Delhi,212,619,--
Third wave Coffee Roasters,Internet ,3.9,Bengaluru,212,821,--
Ganit Inc,IT Services & Consulting ,3.3,Chennai,212,742,2
Qdigi Services,Recruitment ,3.8,Noida,212,564,5
Red FM 93.5,Broadcasting ,3.8,New Delhi,212,793,--
Krishnapatnam Port,Ports & Shipping ,3.8,Nellore,212,724,--
Torque Pharmaceuticals,Pharma ,3.1,Chandigarh,212,713,18
WeRize,Financial Services ,2.5,Bengaluru,228,1k,19
DAZN,Media & Entertainment ,3.7,Hyderabad,212,1.6k,78
TATA MEDICAL CENTER,Healthcare ,3.9,Kolkata,212,591,9
Chaitanya Projects Consultancy,Financial Services ,3.4,Noida,212,605,2
John Crane Sealing Systems India,Industrial Machinery ,3.6,Bengaluru,212,1.2k,64
Indo Rama Synthetics (i),Fashion & Textile ,3.3,Nagpur,211,858,--
Square Bpo Services,BPO ,3.7,Hyderabad,211,760,9
Mining Engineering Services,Metals & Mining ,3.1,Vadodara,211,598,--
ZingHR,IT Services & Consulting ,3.4,Mumbai,211,1.2k,--
Spacewood,Furniture & Furnishing ,3.6,Nagpur,211,1.2k,6
Relevantz Technology Services,IT Services & Consulting ,3.4,Chennai,211,1.5k,40
Moreish Food,Food Processing ,3.1,Kolkata,218,517,3
Ventra Health,BPO ,3.6,Chennai,211,949,6
Putzmeister Concrete Machines,Industrial Machinery ,4.4,New Delhi,211,945,54
Fernandez Hospital,Healthcare ,4.1,Hyderabad,211,546,--
Chiripal Poly Films,Packaging ,3.8,Ahmedabad,211,1.1k,3
Helmerich & Payne,Oil & Gas ,3.5,Bengaluru,211,1.8k,1
BetterPlace Safety Solutions,IT Services & Consulting ,3.7,Bengaluru,211,1.3k,1
Kalyani Forge,Iron & Steel ,3.4,Pune,211,737,12
Ashok Iron Works,Industrial Machinery ,4.2,Belagavi,211,825,8
WovVTech,Software Product ,3.8,Vadodara,211,402,--
KPR Mill,Fashion & Textile ,3.6,Coimbatore,211,880,--
Cotecna Inspection India,Analytics & KPO ,3.4,Mumbai,211,799,6
HEPL - A Cavinkare Group Company, ,4.1,Cuddalore,211,1k,1
Elsamex Maintenance Services,Facility Management Services ,3.5,Ahmedabad,211,575,--
Chhatrapati Shivaji International Airport,Real Estate ,4.5,Mumbai,211,1.1k,--
Pie Infocomm,IT Services & Consulting ,3.7,Lucknow,210,153,4
Sterling Talent Solutions,Internet ,4.0,Mumbai,210,748,--
Pradhan Mantri Kaushal Vikas Yojana,Education & Training ,3.7,New Delhi,210,367,--
MMTC-PAMP,Metals & Mining ,3.9,Gurugram,210,820,1
Vishnu Chemicals,Chemicals ,4.2,Visakhapatnam,210,851,16
SPRAY ENGINEERING DEVICES,Industrial Machinery ,3.4,Sahibzada Ajit Singh Nagar,210,758,--
Inchcape Shipping Services,Ports & Shipping ,3.9,Chennai,210,1.2k,18
Busy Infotech,Software Product ,4.1,New Delhi,210,801,13
Special Technical Services,Oil & Gas ,3.4,Muscat,210,596,--
Analytix Business Solutions,Analytics & KPO ,3.6,Ahmedabad,210,1.2k,4
Zivame.com,Fashion & Textile ,3.7,Bengaluru,210,1k,--
Gensol Engineering,Power ,4.7,Ahmedabad,210,758,--
Grass Roots Research & Creation,Analytics & KPO ,4.0,New Delhi,210,129,4
Centillion Solutions and Services,IT Services & Consulting ,4.0,Bengaluru,210,531,11
Integrated Personnel Services Limited,Recruitment ,3.8,Mumbai,210,872,16
Dunnhumby,Analytics & KPO ,3.9,Gurugram,210,1.8k,34
Moody's,Analytics & KPO ,3.2,Bengaluru,210,1.8k,--
Satyesh Brinechem,Chemicals ,3.0,Bhuj,210,841,1
Qi Spine Clinic,Healthcare ,4.2,Mumbai,210,491,5
EagleBurgmann,Industrial Machinery ,3.6,Pune,210,1.1k,--
Lauren Information Technologies,IT Services & Consulting ,3.9,Mumbai,210,1.3k,5
Microlink Solutions,IT Services & Consulting ,3.8,Ahmedabad,210,717,1
Information Services Group,IT Services & Consulting ,4.0,Bengaluru,210,1.5k,6
Khanna Paper Mills,Pulp & Paper ,3.5,Amritsar,210,838,1
Anand CY Myutec Automotive,Auto Components ,3.5,Gurugram,210,706,--
Ebixcash World Money,FinTech ,3.2,Mumbai,210,853,11
Anlage Infotech,IT Services & Consulting ,4.0,Bengaluru,210,760,--
Garware Hi-Tech Films,Packaging ,3.1,Chhatrapati Sambhajinagar,211,1k,1
Verticurl, ,3.8,Coimbatore,211,1.9k,1
TEOCO Software,IT Services & Consulting ,4.2,Kolkata,209,914,5
Tps Infrastructure,Industrial Machinery ,3.2,Bhiwadi,209,729,--
Carzonrent,Travel & Tourism ,3.4,New Delhi,208,631,3
NOVO Medisciences,Pharma ,3.8,Mumbai,209,478,8
Ankura Hospital,Healthcare ,3.7,Hyderabad,210,948,13
SpeedLabs,EdTech ,3.7,Mumbai,208,437,22
Consilio,Legal ,2.8,Bengaluru,209,1.3k,15
UGC Supply Chain Solutions,Logistics ,3.6,Pune,209,933,--
Weatherford,Oil & Gas ,3.2,Mumbai,209,886,3
ContinuServe Softech India,BPO ,3.4,Bengaluru,209,1.2k,--
Country Club India,Hospitality ,4.0,Hyderabad,209,521,--
Paramatrix Technologies,Software Product ,4.0,Mumbai,209,553,30
Maxinfra,Real Estate ,4.1,Hyderabad,209,736,--
Bioseed,Agriculture ,4.3,Hyderabad,209,421,--
RAKS Pharma,Pharma ,3.4,Visakhapatnam,210,763,--
Alp Consulting,Recruitment ,4.1,Bengaluru,209,1.1k,--
Tci Freight,Logistics ,3.3,Gurugram,209,780,--
Jm Frictech,Industrial Machinery ,3.5,Chennai,210,1.1k,21
Ecolab,Waste Management ,4.1,Pune,211,1.3k,134
COWI,Engineering & Construction ,4.1,Gurugram,209,662,2
Cummins Generator Technologies,Industrial Machinery ,4.2,Pune,209,723,--
Indo National Limited (Nippo),FMCG ,3.4,Chennai,209,680,1
Vidya Mandir Classes,EdTech ,3.6,New Delhi,209,848,--
Manipal Business Solutions, ,3.8,Gurugram,208,754,--
SBL,IT Services & Consulting ,3.7,New Delhi,210,828,--
Axio,Financial Services ,4.5,Bengaluru,209,852,--
YouTube,Internet ,3.9,New Delhi,209,866,--
SITA,IT Services & Consulting ,4.1,Gurugram,208,1.1k,7
Ts Tech Sun India,Automobile ,3.6,Neemrana,209,738,--
Ziff Davis Performance Marketing,Marketing & Advertising ,3.2,Pune,209,776,2
MeritNation,EdTech ,3.7,New Delhi,208,584,--
EMCO,Power ,3.7,Mumbai,207,607,--
Career Launcher,Education & Training ,3.3,New Delhi,208,1k,8
Su-Kam Power Systems,Power ,3.2,Gurugram,208,491,--
Zinnov Management Consulting,Management Consulting ,3.7,Bengaluru,208,1.5k,101
Jagran Prakashan,Printing & Publishing ,3.5,New Delhi,208,871,--
AYM Syntex,Fashion & Textile ,4.1,Dadra & Nagar Haveli,209,848,--
HOLITECH INDIA,Electronics Manufacturing ,3.7,Greater Noida,208,722,--
AARGEE STAFFING SERVICES,Recruitment ,3.3,Mumbai,208,652,--
International Certification Services,Other ,3.8,Mumbai,208,781,7
Pradan,Non-Profit ,4.3,New Delhi,208,457,1
Gujarat Narmada Valley Fertilizers & Chemicals,Agro Chemicals ,3.2,Bharuch,208,805,--
Koye Pharmaceuticals,Pharma ,3.9,Mumbai,208,587,--
REI Systems,IT Services & Consulting ,3.9,Pune,210,454,2
MaRS Planning & Engineering Services,Engineering & Construction ,4.7,Ahmedabad,208,804,--
AONE OUTSOURCING SOLUTIONS,Financial Services ,3.2,Ghaziabad,208,310,--
Innovalance Learning Systems,EdTech ,3.5,New Delhi,208,363,--
OSI Digital,IT Services & Consulting ,3.7,Hyderabad,208,2.1k,25
Emami Frank Ross,Retail ,3.7,Kolkata,208,713,--
AWC Software,IT Services & Consulting ,3.8,Noida,209,1.5k,4
RateGain,IT Services & Consulting ,3.7,Noida,208,1.4k,--
IDMC,Industrial Machinery ,3.9,Anand,208,886,2
FAIRWAY ENTERPRISES,Leather ,4.3,Krishnagiri,208,888,--
Biryani By Kilo,Hospitality ,3.4,Gurugram,208,713,--
Mold-Tek Technologies,IT Services & Consulting ,3.8,Hyderabad,208,916,6
Valueonshore Advisors,Management Consulting ,4.3,Gurugram,208,600,21
John Deere Financial,NBFC ,4.1,Pune,208,572,--
Modicare,Beauty & Personal Care ,3.4,New Delhi,208,761,1
ASSA ABLOY,Real Estate ,3.9,Chennai,208,995,3
UL Solutions,"Testing, Inspection and Certification (TIC) ",3.0,Bengaluru,208,757,39
CyberSWIFT Infotech,IT Services & Consulting ,3.7,Kolkata,209,461,1
C DOT,Telecom ,4.2,New Delhi,208,1.2k,--
Govt. Medical College,Education & Training ,3.7,Chandigarh,208,842,--
Toshiba Water Solutions,Waste Management ,3.4,Gurugram,208,890,--
Wanbury,Pharma ,4.1,Mumbai,208,798,4
Texspin Bearings,Auto Components ,3.9,Ahmedabad,208,1.1k,--
